time 	 clk 	 step 	 eps 	 q
30675	 0 	 11111011 	 11111110111011001000000000110111 	 0000000000000000000000000000000000000000000000000000000000000000
30680	 1 	 11111100 	 11111110111011001000000000110111 	 0000000000000000000000000000000000000000000000000000000000000000
30685	 0 	 11111100 	 11111110111011001000000000110111 	 0000000000000000000000000000000000000000000000000000000000000000
30690	 1 	 11111101 	 00111011100100010010000011010110 	 0000000000000000000000000000000000000000000000000000000000000000
30695	 0 	 11111101 	 00111011100100010010000011010110 	 0000000000000000000000000000000000000000000000000000000000000000
30700	 1 	 11111110 	 00111011100100010010000011010110 	 0000000000000000000000000000000000000000000000000000000000000000
30705	 0 	 11111110 	 00111011100100010010000011010110 	 0000000000000000000000000000000000000000000000000000000000000000
30710	 1 	 11111111 	 10101000110110001100101101101111 	 0000000000000000000000000000000000000000000000000000000000000000
30715	 0 	 11111111 	 10101000110110001100101101101111 	 0000000000000000000000000000000000000000000000000000000000000000
30720	 1 	 00000000 	 10101000110110001100101101101111 	 0000000000000000000000000000000000000000000000000000000000000000
30725	 0 	 00000000 	 10101000110110001100101101101111 	 0000000000000000000000000000000000000000000000000000000000000000
30730	 1 	 00000001 	 00101010101101010001111101100001 	 0000000000000000000000000000000111111010100010100110001001010011
30735	 0 	 00000001 	 00101010101101010001111101100001 	 0000000000000000000000000000000111111010100010100110001001010011
30740	 1 	 00000010 	 00101010101101010001111101100001 	 0101010010000001000101100001001111001000000110110001001100011001
30745	 0 	 00000010 	 00101010101101010001111101100001 	 0101010010000001000101100001001111001000000110110001001100011001
30750	 1 	 00000011 	 11011111111000010011101001011000 	 0010101001101000110110110010100001000100011101010110100110101011
30755	 0 	 00000011 	 11011111111000010011101001011000 	 0010101001101000110110110010100001000100011101010110100110101011
30760	 1 	 00000100 	 11011111111000010011101001011000 	 0101110010001010100111011110100001111111100000101110010000011110
30765	 0 	 00000100 	 11011111111000010011101001011000 	 0101110010001010100111011110100001111111100000101110010000011110
30770	 1 	 00000101 	 01001000000001001010011111110111 	 0100000011101101010001110110000100011100000100001111111010001100
30775	 0 	 00000101 	 01001000000001001010011111110111 	 0100000011101101010001110110000100011100000100001111111010001100
30780	 1 	 00000110 	 01001000000001001010011111110111 	 0101110111000011111111101001111010111100110001001110101000101100
30785	 0 	 00000110 	 01001000000001001010011111110111 	 0101110111000011111111101001111010111100110001001110101000101100
30790	 1 	 00000111 	 10010001111100111011011000100111 	 1010111001001110100010100111101000011000111110100111100011001100
30795	 0 	 00000111 	 10010001111100111011011000100111 	 1010111001001110100010100111101000011000111110100111100011001100
30800	 1 	 00001000 	 10010001111100111011011000100111 	 0101101100010010100011110111110001000111101000100110000010101100
30805	 0 	 00001000 	 10010001111100111011011000100111 	 0101101100010010100011110111110001000111101000100110000010101100
30810	 1 	 00001001 	 11001000001010100011010100010001 	 0101111110000110010011011011100000011000111111111100001110001100
30815	 0 	 00001001 	 11001000001010100011010100010001 	 0101111110000110010011011011100000011000111111111100001110001100
30820	 1 	 00001010 	 11001000001010100011010100010001 	 0111100011001010110011001001001001000011011011110111111101100100
30825	 0 	 00001010 	 11001000001010100011010100010001 	 0111100011001010110011001001001001000011011011110111111101100100
30830	 1 	 00001011 	 10010010110110100101100100000010 	 1100100000010101101000101010001000011101000011100010100001101100
30835	 0 	 00001011 	 10010010110110100101100100000010 	 1100100000010101101000101010001000011101000011100010100001101100
30840	 1 	 00001100 	 10010010110110100101100100000010 	 1001100001111111101101111011111001100100001111100010110110110000
30845	 0 	 00001100 	 10010010110110100101100100000010 	 1001100001111111101101111011111001100100001111100010110110110000
30850	 1 	 00001101 	 00011000001111111111001001001100 	 1101011000101100111000101101010001110110101110101110011011000000
30855	 0 	 00001101 	 00011000001111111111001001001100 	 1101011000101100111000101101010001110110101110101110011011000000
30860	 1 	 00001110 	 00011000001111111111001001001100 	 0110110110000100101100101001100110100100010100111100111010000000
30865	 0 	 00001110 	 00011000001111111111001001001100 	 0110110110000100101100101001100110100100010100111100111010000000
30870	 1 	 00001111 	 01010001011010000011010110100101 	 0010101001111010111101000010001100011100001111011110101100000000
30875	 0 	 00001111 	 01010001011010000011010110100101 	 0010101001111010111101000010001100011100001111011110101100000000
30880	 1 	 00010000 	 01010001011010000011010110100101 	 0111010011110011100110000100001010110110000010110100110100000000
30885	 0 	 00010000 	 01010001011010000011010110100101 	 0111010011110011100110000100001010110110000010110100110100000000
30890	 1 	 00010001 	 01000101100000101101101111111101 	 1011000000100001101010110010100101100000010100000011101100000000
30895	 0 	 00010001 	 01000101100000101101101111111101 	 1011000000100001101010110010100101100000010100000011101100000000
30900	 1 	 00010010 	 01000101100000101101101111111101 	 0101000011101110011011000100000010001000011000111100010100000000
30905	 0 	 00010010 	 01000101100000101101101111111101 	 0101000011101110011011000100000010001000011000111100010100000000
30910	 1 	 00010011 	 10110000100010111101100100001100 	 1111000110100001001011111011100000111110111010000011101100000000
30915	 0 	 00010011 	 10110000100010111101100100001100 	 1111000110100001001011111011100000111110111010000011101100000000
30920	 1 	 00010100 	 10110000100010111101100100001100 	 0110110010001101100110100000111001010011101101100011101000000000
30925	 0 	 00010100 	 10110000100010111101100100001100 	 0110110010001101100110100000111001010011101101100011101000000000
30930	 1 	 00010101 	 11000101100101011001001001110101 	 0111011010101001010011011000111110001001001000010010110000000000
30935	 0 	 00010101 	 11000101100101011001001001110101 	 0111011010101001010011011000111110001001001000010010110000000000
30940	 1 	 00010110 	 11000101100101011001001001110101 	 0101000000000000010000010001100001000101100000110111010000000000
30945	 0 	 00010110 	 11000101100101011001001001110101 	 0101000000000000010000010001100001000101100000110111010000000000
30950	 1 	 00010111 	 10110011010010110010110101001001 	 1110010111011100101101111011001111001100010000101110110000000000
30955	 0 	 00010111 	 10110011010010110010110101001001 	 1110010111011100101101111011001111001100010000101110110000000000
30960	 1 	 00011000 	 10110011010010110010110101001001 	 1010110101110100000011110011001110111111000101110010010000000000
30965	 0 	 00011000 	 10110011010010110010110101001001 	 1010110101110100000011110011001110111111000101110010010000000000
30970	 1 	 00011001 	 11010110000111100111111001110000 	 1101101001110010101101101011001110011001000110111000110000000000
30975	 0 	 00011001 	 11010110000111100111111001110000 	 1101101001110010101101101011001110011001000110111000110000000000
30980	 1 	 00011010 	 11010110000111100111111001110000 	 0100100000001010101110011001100000100101001011000101100000000000
30985	 0 	 00011010 	 11010110000111100111111001110000 	 0100100000001010101110011001100000100101001011000101100000000000
30990	 1 	 00011011 	 00001110011001100110011001011011 	 0100101100000110111101001100111010110001000011110011000000000000
30995	 0 	 00011011 	 00001110011001100110011001011011 	 0100101100000110111101001100111010110001000011110011000000000000
31000	 1 	 00011100 	 00001110011001100110011001011011 	 1101111100011010101010100100111101111111101001000111000000000000
31005	 0 	 00011100 	 00001110011001100110011001011011 	 1101111100011010101010100100111101111111101001000111000000000000
31010	 1 	 00011101 	 01110010011110000000000011111010 	 1110000100110011011001010110000110000011010111001011000000000000
31015	 0 	 00011101 	 01110010011110000000000011111010 	 1110000100110011011001010110000110000011010111001011000000000000
31020	 1 	 00011110 	 01110010011110000000000011111010 	 1010000011001100101001011100111111001111001111010100000000000000
31025	 0 	 00011110 	 01110010011110000000000011111010 	 1010000011001100101001011100111111001111001111010100000000000000
31030	 1 	 00011111 	 01100010100111100000001111010001 	 1000110100100101101000111100011000000000010010110000000000000000
31035	 0 	 00011111 	 01100010100111100000001111010001 	 1000110100100101101000111100011000000000010010110000000000000000
31040	 1 	 00100000 	 01100010100111100000001111010001 	 1010011101000010001100100111110100011110110100010000000000000000
31045	 0 	 00100000 	 01100010100111100000001111010001 	 1010011101000010001100100111110100011110110100010000000000000000
31050	 1 	 00100001 	 11110001010001111000111110110111 	 1011000100101100000110110111101011011001010000110000000000000000
31055	 0 	 00100001 	 11110001010001111000111110110111 	 1011000100101100000110110111101011011001010000110000000000000000
31060	 1 	 00100010 	 11110001010001111000111110110111 	 1111000111010011110011111011100001101110011010110000000000000000
31065	 0 	 00100010 	 11110001010001111000111110110111 	 1111000111010011110011111011100001101110011010110000000000000000
31070	 1 	 00100011 	 00101101001101111101110100110000 	 0100111100110010011111001010001010010000010100110000000000000000
31075	 0 	 00100011 	 00101101001101111101110100110000 	 0100111100110010011111001010001010010000010100110000000000000000
31080	 1 	 00100100 	 00101101001101111101110100110000 	 0110011111000000010001110010110011010111001101100000000000000000
31085	 0 	 00100100 	 00101101001101111101110100110000 	 0110011111000000010001110010110011010111001101100000000000000000
31090	 1 	 00100101 	 01010100011100101000001110001010 	 0110110101110110010101110010010110100110100011000000000000000000
31095	 0 	 00100101 	 01010100011100101000001110001010 	 0110110101110110010101110010010110100110100011000000000000000000
31100	 1 	 00100110 	 01010100011100101000001110001010 	 1001010010111010000001110010100010111000100100000000000000000000
31105	 0 	 00100110 	 01010100011100101000001110001010 	 1001010010111010000001110010100010111000100100000000000000000000
31110	 1 	 00100111 	 11100111010011101010111011001111 	 0001010000010111001100001101011010011110110000000000000000000000
31115	 0 	 00100111 	 11100111010011101010111011001111 	 0001010000010111001100001101011010011110110000000000000000000000
31120	 1 	 00101000 	 11100111010011101010111011001111 	 1011010011000100010111011001111000011010110000000000000000000000
31125	 0 	 00101000 	 11100111010011101010111011001111 	 1011010011000100010111011001111000011010110000000000000000000000
31130	 1 	 00101001 	 00110000100100010001000010001110 	 0011110001000001010010101100001001010110110000000000000000000000
31135	 0 	 00101001 	 00110000100100010001000010001110 	 0011110001000001010010101100001001010110110000000000000000000000
31140	 1 	 00101010 	 00110000100100010001000010001110 	 1100000110111101010101010111110011001100000000000000000000000000
31145	 0 	 00101010 	 00110000100100010001000010001110 	 1100000110111101010101010111110011001100000000000000000000000000
